Date,CNY=X,OMR=X,IRR=X,THB=X,SYP=X,MYR=X,YER=X,VND=X,ILS=X,JPY=X,LKR=X,IQD=X,PKR=X,KWD=X,KHR=X,UZS=X,SGD=X,INR=X,BDT=X,PHP=X,JOD=X,LAK=X,IDR=X,KRW=X,KZT=X,AED=X,BHD=X,LBP=X,TRY=X,TMT=X,SAR=X,MVR=X,QAR=X,MMK=X,NPR=X,BND=X,AFN=X
1/1/2004,,0.38,,39.24,,3.81,,,4.38,107.3,96.65,,57.3,0.29,,,1.7,45.53,,55.24,0.71,,8336.8,1181.6,,3.67,0.38,,,,3.75,,3.64,,,1.69,
1/2/2004,8.27,0.38,8236.2,39.53,47.23,3.8,,15147,4.4,106.91,97.04,0.3,57.1,0.29,3854.1,,1.7,45.6,57.22,55.4,0.7,7645.7,8445.4,1195.8,168.48,3.67,0.38,1474.1,,,3.75,,3.64,6.18,70.6,1.68,
1/5/2004,8.27,0.38,8731.5,39.26,47.25,3.8,,15148,4.37,106.24,97.25,0.3,57.1,0.29,3855,,1.7,45.47,57.23,55.29,0.71,7643.7,8369.8,1178.9,168.02,3.67,0.38,1474.6,,,3.75,,3.64,6.18,70.62,1.68,
1/6/2004,8.27,0.38,8724.7,39.03,47.21,3.8,,15150,4.37,106.23,97.5,0.3,57.1,0.29,3852.8,,1.7,45.55,56.92,54.85,0.71,7639,8361.8,1189.4,167.55,3.67,0.38,1473.8,,,3.75,,3.64,6.18,70.58,1.68,
1/7/2004,8.27,0.38,8728.7,38.97,47.22,3.81,,15153,4.39,106.18,97.5,0.3,57.35,0.29,3853.9,,1.7,45.39,57.24,54.91,0.71,7641.5,8369.3,1176.8,167.43,3.67,0.38,1474.3,,,3.75,,3.64,6.18,70.6,1.68,
1/8/2004,8.27,0.38,8217.8,38.98,47.14,3.8,,15129,4.38,106.17,97.68,0.3,57.35,0.29,3846.6,,1.69,45.47,57.1,54.91,0.71,7627.2,8338,1171,167.43,3.67,0.38,1472.3,,,3.75,,3.64,6.17,70.46,1.65,
1/9/2004,8.27,0.38,8236.9,38.98,47.26,3.79,,15176,4.37,106.58,97.58,0.3,57.35,0.29,3857.6,,1.69,45.35,56.99,55.21,0.7,7648.5,8319.1,1181.3,168,3.67,0.38,1475.5,,,3.75,,3.64,6.19,70.66,1.67,
1/12/2004,8.27,0.38,8221.9,39.02,49.75,3.82,,15158,4.38,106.6,97.75,0.3,57.35,0.29,3855.9,,1.69,45.34,57.28,54.91,0.71,7645.1,8340,1168.8,167.68,3.67,0.38,1475.4,,,3.75,,3.64,6.18,70.63,1.69,
1/13/2004,8.27,0.38,8222.9,38.72,49.99,3.78,,15163,4.39,106.24,97.75,0.3,57.35,0.29,3855.5,,1.69,45.31,57.33,54.91,0.71,7644.2,8289.6,1175.3,167,3.67,0.38,1474.3,,,3.75,,3.64,6.18,70.62,1.67,
1/14/2004,8.27,0.38,8238,39.11,49.97,3.82,,15162,4.41,106.24,97.85,0.3,57.35,0.29,3854.4,,1.69,45.33,57.25,54.91,0.71,7642.3,8380.8,1175.2,166.66,3.67,0.38,1474.9,,,3.75,,3.64,6.18,70.61,1.68,
1/15/2004,8.27,0.38,8239,38.95,49.97,3.8,,15164,4.4,106.27,97.85,0.3,57.35,0.29,3854.2,,1.7,45.35,57.23,54.91,0.71,7642,8360.4,1174.5,166.45,3.67,0.38,1474.4,,,3.75,,3.64,6.18,70.6,1.68,
1/16/2004,8.27,0.38,8253.2,39.09,50.05,3.79,,15187,4.38,106.75,97.85,0.3,57.35,0.29,3859.8,,1.7,45.33,57.01,55.42,0.7,7653.5,8349.7,1186.7,166.97,3.67,0.38,1477.2,,,3.75,,3.64,6.19,70.71,1.69,
1/19/2004,8.27,0.38,8244.9,38.99,49.91,3.81,,15143,4.42,107.23,97.85,0.3,57.3,0.29,3848.5,,1.71,45.33,57.18,55.38,0.71,7631.4,8391.6,1187.5,166.03,3.67,0.38,1472.5,,,3.75,,3.64,6.17,70.5,1.69,
1/20/2004,8.27,0.38,8238.3,39.03,47.76,3.8,,15138,4.42,107,98.43,0.3,57.3,0.29,3846.3,,1.71,45.33,56.82,55.38,0.71,7626.3,8392.7,1176.7,165.17,3.67,0.38,1472.2,,,3.75,,3.64,6.17,70.46,1.68,
1/21/2004,8.27,0.38,8245.1,38.84,46.88,3.79,,15153,4.41,106.81,97.85,849.01,57.3,0.29,3851,,1.7,45.31,57.23,55.38,0.71,7635.7,8372.8,1184.2,164.98,3.67,0.38,1473.7,,,3.75,,3.64,6.18,70.54,1.67,
1/22/2004,8.27,0.38,8254.4,38.96,50,3.8,,15172,4.43,106.13,97.85,849.92,57.3,0.29,3855.9,,1.69,45.32,57.12,55.38,0.71,7645.4,8398.3,1187.7,165.22,3.67,0.38,1475.5,,,3.75,,3.64,6.18,70.63,1.67,
1/23/2004,8.27,0.38,8264.3,39.19,50.06,3.81,,15192,4.43,106.75,97.85,850.92,57.3,0.29,3861.1,,1.69,45.24,57.17,55.53,0.7,7655.5,8417,1175.2,165.03,3.67,0.38,1477.4,,,3.75,,3.64,6.19,70.73,1.69,
1/26/2004,8.27,0.38,8297,39.47,50,3.82,,15174,4.44,106.35,97.85,850.26,57.3,0.29,3856.2,,1.7,45.23,57.3,55.38,0.71,7646.3,8503.4,1174.5,164.92,3.67,0.38,1475.2,,,3.75,,3.64,6.18,70.64,1.68,
1/27/2004,8.27,0.38,8294.9,39.07,49.93,3.8,,15170,4.46,105.63,96.95,999.15,57.2,0.29,3850.8,,1.69,45.27,57.03,55.38,0.71,7635.7,8426.7,1167.8,164.51,3.67,0.38,1473.3,,,3.75,,3.64,6.17,70.54,1.66,
1/28/2004,8.27,0.38,8302.9,39.22,50,3.85,,15194,4.47,106.13,96.95,1000.3,57.2,0.29,3856.4,,1.7,45.25,57.08,55.6,0.71,7646.4,8535.8,1176.4,164.6,3.67,0.38,1475.3,,,3.75,,3.64,6.18,70.64,1.69,
1/29/2004,8.27,0.38,8312,39.17,49.99,3.79,,15198,4.47,105.91,97.1,1000.2,57.2,0.29,3855.1,,1.7,45.27,57.09,55.6,0.71,7644.2,8413.4,1158.2,164.5,3.67,0.38,1475,,,3.75,,3.64,6.18,70.62,1.69,
1/30/2004,8.27,0.38,8297.7,39.06,49.89,3.79,,15165,4.46,105.72,97.21,998.58,57.2,0.29,3847.2,,1.69,45,56.98,55.79,0.7,7628.8,8442.4,1160,164.57,3.67,0.38,1472,,,3.75,,3.64,6.17,70.48,1.67,
2/2/2004,8.27,0.38,8299.7,39.16,49.9,3.8,,15179,4.46,105.52,97.1,998.66,57.2,0.29,3848.5,,1.69,45.17,56.97,55.6,0.71,7630.9,8452.3,1158.4,164.43,3.67,0.38,1472.9,,,3.75,,3.64,6.17,70.5,1.68,
2/3/2004,8.27,0.38,8312.5,39.02,49.98,3.81,,15228,4.46,105.47,97.33,1000,55.26,0.29,3854.6,,1.69,45.21,57.01,56.04,0.7,7643,8460.8,1170.3,164.6,3.67,0.38,1475.2,,,3.75,,3.64,6.18,70.61,1.68,
2/4/2004,8.27,0.38,8312.5,39.01,49.98,3.8,,15228,4.47,105.45,97.1,1000,56.9,0.29,3854.6,,1.69,45.21,57.01,55.89,0.71,7643,8449.4,1168.9,164.6,3.67,0.38,1475.2,,,3.75,,3.64,6.18,70.61,1.67,
2/5/2004,8.27,0.38,8308.1,38.95,49.96,3.81,,15216,4.46,105.64,97.1,999.47,56.9,0.29,3852.8,,1.69,45.21,57.03,55.89,0.71,7639.5,8470.9,1157.7,164.29,3.67,0.38,1474.5,,,3.75,,3.64,6.18,70.58,1.67,
2/6/2004,8.27,0.38,8311.1,39,49.97,3.79,,15208,4.46,105.45,97.49,999.87,56.9,0.29,3853.8,,1.69,45.17,57.1,55.89,0.71,7641.5,8451.4,1167.3,164.41,3.67,0.38,1474.9,,,3.75,,3.64,6.18,70.6,1.65,
2/9/2004,8.27,0.38,8339.5,38.9,50.22,3.79,,15304,4.46,105.82,97.5,1004.2,57.2,0.29,3874.1,,1.68,45.19,57.31,55.64,0.71,7681.3,8427.7,1152.8,165.12,3.67,0.38,1482,,,3.75,,3.64,6.21,70.97,1.67,
2/10/2004,8.27,0.38,8299.1,39.01,49.98,3.81,,15208,4.47,105.58,97.5,999.36,57.2,0.29,3855,,1.68,45.18,57.08,55.64,0.71,7643.5,8416.5,1165.6,164.39,3.67,0.38,1474.9,,,3.75,,3.64,6.18,70.61,1.66,
2/11/2004,8.27,0.38,8298.9,38.85,49.97,3.8,,15190,4.47,105.34,98.4,999.4,57,0.29,3853.5,,1.67,45.19,57.06,55.64,0.71,7640.6,8407.3,1160.9,164.28,3.67,0.38,1474.2,,,3.75,,3.64,6.18,70.59,1.63,
2/12/2004,8.27,0.38,8296.7,38.81,49.99,3.8,,15195,4.44,105.3,98.4,1149.5,57,0.29,3855.7,,1.67,45.2,57.28,55.64,0.71,7644.6,8398.4,1159.2,164.35,3.67,0.38,1474.3,,,3.75,,3.64,6.18,70.63,1.65,
2/13/2004,8.27,0.38,8298.6,39.01,50,3.8,,15222,4.45,105.2,98.5,1149.7,57,0.29,3856.5,,1.67,45.36,57.08,55.64,0.71,7646.1,8410.9,1159.7,164.32,3.67,0.38,1475.1,,,3.75,,3.64,6.18,70.64,1.67,
2/16/2004,8.27,0.38,8305.6,38.9,49.99,3.8,,15226,4.44,105.45,98.4,1149.8,57,0.29,3855.9,,1.67,45.18,57.28,55.85,0.71,7645,8391.2,1147.7,164.35,3.67,0.38,1474,,,3.75,,3.64,6.18,70.63,1.65,
2/17/2004,8.27,0.38,8305.4,38.93,50,3.8,,15243,4.43,105.61,98.9,1150.1,57,0.29,3858.1,,1.67,45.2,57.1,55.85,0.71,7649.4,8391.9,1156.9,164.43,3.67,0.38,1474.7,,,3.75,,3.64,6.19,70.67,1.66,
2/18/2004,8.27,0.38,8305.7,39.25,50,3.82,,15242,4.43,106.34,98.7,1150.4,57,0.29,3859.2,,1.68,45.17,57.33,55.85,0.71,7651.5,8449.1,1147.7,164.22,3.67,0.38,1475.1,,,3.75,,3.64,6.19,70.69,1.67,
2/19/2004,8.27,0.38,8300.7,38.93,46.97,3.78,,15225,4.44,106.91,99,1149.8,57.18,0.29,3855.6,,1.68,45.19,57.29,55.94,0.71,7644.8,8394.7,1147,164.25,3.67,0.38,1474.3,,,3.75,,3.64,6.18,70.63,1.65,
2/20/2004,8.27,0.38,8297.8,39.15,46.95,3.81,,15231,4.45,108.95,98.85,1149.4,55.62,0.29,3853.8,,1.69,45.17,57.14,56.28,0.7,7641.1,8451.8,1157.5,164.27,3.67,0.38,1473.7,,,3.75,,3.64,6.18,70.59,1.68,
2/23/2004,8.27,0.38,8322.3,39.2,49.98,3.8,,15239,4.45,108.3,98.67,1149.9,57.24,0.29,3854.3,,1.69,45.17,57.3,56,0.71,7642.7,8438,1179.4,164.33,3.67,0.38,1474.5,,,3.75,,3.64,6.18,70.61,1.67,
2/24/2004,8.27,0.38,8319.2,39.19,46.97,3.8,,15248,4.46,108.2,98.5,1149.5,57.24,0.29,3853.7,,1.69,45.21,57.29,56,0.71,7641.2,8457.6,1180.1,164.1,3.67,0.38,1474.2,,,3.75,,3.64,6.18,70.59,1.66,
2/25/2004,8.27,0.38,8330.7,39.23,50.02,3.8,,15269,4.46,108.97,99,1151.1,57.24,0.29,3859.3,,1.69,45.19,57.43,56,0.71,7652,8439.4,1158.8,164.47,3.67,0.38,1476.4,,,3.75,,3.64,6.19,70.69,1.69,
2/26/2004,8.27,0.38,8827.1,39.26,46.95,3.8,,15226,4.47,109.48,98.68,1149.7,57.27,0.29,3852.1,,1.7,45.17,57.35,56.03,0.71,7637.7,8466.7,1165.8,164.38,3.67,0.38,1473.9,,,3.75,,3.64,6.18,70.56,1.68,
2/27/2004,8.27,0.38,8827,39.23,46.95,3.78,,15242,4.48,109.25,98.53,1149.7,57.32,0.29,3851.8,,1.7,45.2,57.22,56.08,0.71,7638,8412.8,1172.8,164.15,3.67,0.38,1473.8,,,3.75,,3.64,6.18,70.56,1.67,
3/1/2004,8.27,0.38,8334.5,39.23,46.98,3.8,,15257,4.49,108.91,98.53,1150.2,57.32,0.29,3854.6,,1.7,45.17,57.26,56.04,0.71,7643.2,8451.5,1176.9,164.43,3.67,0.38,1474.7,,,3.75,,3.64,6.18,70.61,1.68,
3/2/2004,8.27,0.38,8336.8,39.32,46.99,3.8,,15257,4.49,110.15,97.5,1150.6,57.2,0.29,3855.2,,1.71,45.18,57.21,56.04,0.71,7644.6,8521.5,1163,164.4,3.67,0.38,1474.9,,,3.75,,3.64,6.18,70.61,1.71,
3/3/2004,8.27,0.38,8365.3,39.45,50.04,3.77,,15280,4.49,110.11,96.8,1152.2,57.2,0.29,3857.9,,1.71,45.15,57.27,56.04,0.71,7650.6,8495.7,1156.6,165.25,3.67,0.38,1476.4,,,3.75,,3.64,6.19,70.67,1.68,
3/4/2004,8.27,0.38,8372.8,39.57,50.02,3.81,,15287,4.49,111.25,96.6,1151.5,57.2,0.29,3856,,1.72,45.23,57.29,56.04,0.71,7646.8,8563.7,1160,164.9,3.67,0.38,1475.6,,,3.75,,3.64,6.18,70.64,1.7,
3/5/2004,8.27,0.38,8362.1,39.23,49.96,3.8,,15263,4.49,112,96.52,1150.1,55.33,0.29,3851,,1.71,45.19,57.19,56.17,0.7,7636.8,8622.1,1175.7,164.48,3.67,0.38,1473.6,,,3.75,,3.64,6.17,70.55,1.67,
3/8/2004,8.27,0.38,8366.1,39.42,50.01,3.78,,15269,4.49,111.29,96.5,1150.8,57.2,0.29,3855.3,,1.7,45.18,57.22,56.04,0.71,7644.9,8543.7,1156.6,164.63,3.67,0.38,1474.7,,,3.75,,3.64,6.18,70.62,1.68,
3/9/2004,8.27,0.38,8357,39.26,47.97,3.83,,15247,4.49,111.46,96.5,1149.5,57.2,0.29,3851.4,,1.71,45.13,57.19,56.04,0.71,7637.1,8620.3,1181.4,164.15,3.67,0.38,1473,,,3.75,,3.64,6.18,70.55,1.69,
3/10/2004,8.27,0.38,8355.1,39.36,46.93,3.8,,15247,4.49,110.89,96.5,1149.5,57.2,0.29,3848.1,,1.71,45.11,57.29,56.04,0.71,7637.1,8575.1,1158.9,163.79,3.67,0.38,1471.6,,,3.75,,3.64,6.18,70.49,1.7,
3/11/2004,8.27,0.38,8365.2,39.09,49.99,3.77,,15233,4.5,110.83,97.05,1149.2,57.2,0.29,3848.3,,1.71,45.18,57.12,56.04,0.71,7631.2,8567,1162,163.91,3.67,0.38,1472.5,,,3.75,,3.64,6.17,70.5,1.68,
3/12/2004,8.27,0.38,8376.1,39.27,50.06,3.79,,15265,4.5,110.65,97.25,1150.7,57.25,0.29,3853.8,,1.71,45.17,57.21,56.26,0.71,7642.3,8633,1177,164.05,3.67,0.38,1474.4,,,3.75,,3.64,6.18,70.6,1.7,
3/15/2004,8.27,0.38,8393.3,39.36,50.06,3.79,,15261,4.48,110.31,97.3,1150.6,57.4,0.29,3853.8,,1.71,45.17,57.23,56.05,0.71,7642.1,8614.9,1170.4,164.18,3.67,0.38,1474.6,,,3.75,,3.64,6.18,70.6,1.69,
3/16/2004,8.27,0.38,8395.5,39.39,50.02,3.79,,15228,4.47,108.71,97.3,1149.5,57.4,0.29,3850.4,,1.7,45.15,57.1,56.05,0.71,7635.4,8620.5,1171.4,164.4,3.67,0.38,1473.2,,,3.75,,3.64,6.17,70.54,1.69,
3/17/2004,8.27,0.38,8405.3,39.44,50.02,3.8,,15216,4.47,108.26,97.3,1149.8,57.4,0.29,3850.6,,1.7,45.17,57.29,56.05,0.71,7635.9,8645.9,1174.5,164.51,3.67,0.38,1473.3,,,3.75,,3.64,6.17,70.54,1.68,
3/18/2004,8.27,0.38,8422.3,39.32,50.06,3.75,,15224,4.47,106.79,97.3,1150.7,57.4,0.29,3854.1,,1.69,45.15,57.16,56.05,0.71,7642.8,8533.2,1159.3,164.19,3.67,0.38,1474.5,,,3.75,,3.64,6.18,70.6,1.65,
3/19/2004,8.27,0.38,8418.6,39.34,50.05,3.79,,15230,4.47,106.66,97.5,1150.2,57.4,0.29,3853,,1.69,45.09,57.14,56.05,0.71,7640.2,8616.3,1170.5,163.97,3.67,0.38,1474.1,,,3.75,,3.64,6.18,70.58,1.68,
3/22/2004,8.27,0.38,8415.4,39.39,50.05,3.77,,15225,4.49,106.76,97.4,1149.8,57.2,0.29,3850.7,,1.69,45.07,57.12,56.05,0.71,7635.8,8561.5,1163.1,164,3.67,0.38,1473.5,,,3.75,,3.64,6.18,70.55,1.67,
3/23/2004,8.27,0.38,8415.2,39.12,50.03,3.77,,15228,4.49,106.76,97.4,1149.8,57.2,0.29,3850.7,,1.69,44.81,57.31,56.05,0.71,7636.1,8562.9,1163.3,163.88,3.67,0.38,1474,,,3.75,,3.64,6.17,70.54,1.66,
3/24/2004,8.27,0.38,8417,39.78,50.04,3.83,,15235,4.5,106.4,97.4,1150,57.35,0.29,3850.9,,1.69,44.66,57.31,56.05,0.71,7636.4,8707.2,1182.8,163.93,3.67,0.38,1474.1,,,3.75,,3.64,6.17,70.54,1.68,
3/25/2004,8.27,0.38,8407,39.51,46.98,3.83,,15213,4.5,106.13,97.4,1148.8,57.35,0.29,3845.7,,1.69,44.66,57.21,56.05,0.71,7626.4,8711.8,1183.5,163.49,3.67,0.38,1472.2,,,3.75,,3.64,6.17,70.45,1.67,
3/26/2004,8.27,0.38,8410,39.38,47,3.84,,15221,4.51,106.18,97.4,1149.1,57.35,0.29,3847.1,,1.69,44.5,57.26,56.05,0.71,7629.2,8717.6,1184.3,163.48,3.67,0.38,1472.8,,,3.75,,3.64,6.17,70.48,1.67,
3/29/2004,8.27,0.38,8421.5,39.7,47.06,3.82,,15237,4.52,105.46,97.4,1150.7,57.35,0.29,3852.8,,1.69,43.98,57.29,56.05,0.71,7640.5,8688.2,1180.2,163.89,3.67,0.38,1474.8,,,3.75,,3.64,6.18,70.58,1.66,
3/30/2004,8.27,0.38,8423.1,39.64,47.08,3.82,,15226,4.52,105.84,97.25,1150.9,57.35,0.29,3853.8,,1.68,43.81,57.4,56.05,0.71,7642.4,8676.1,1178.7,163.98,3.67,0.38,1475.2,,,3.75,,3.64,6.18,70.6,1.67,
3/31/2004,8.27,0.38,8413.8,39.22,47.03,3.78,,15201,4.52,104.21,97.25,1425.5,57.08,0.29,3849.7,,1.67,43.33,57.3,55.96,0.71,7634.1,8585.5,1166.3,163.99,3.67,0.38,1473.6,,,3.75,,3.64,6.17,70.52,1.64,
4/1/2004,8.27,0.38,8419.2,39.11,47.07,3.76,,15226,4.51,103.74,97.58,1426.3,57.08,0.29,3853.2,,1.67,43.37,57.34,55.96,0.71,7640.8,8549.4,1161.5,163.95,3.67,0.38,1474.8,,,3.75,,3.64,6.18,70.59,1.64,
4/2/2004,8.27,0.38,8415.3,39.13,47.05,3.83,,15226,4.51,104.61,97.44,1425.7,57.08,0.29,3851.8,,1.68,43.7,57.24,55.96,0.71,7638.1,8716.1,1184.1,163.62,3.67,0.38,1474.1,,,3.75,,3.64,6.18,70.55,1.68,
4/5/2004,8.27,0.38,8446.5,39.03,50.06,3.87,,15210,4.51,105.09,97.43,1427.1,57.25,0.29,3849.7,,1.68,43.57,57.2,55.96,0.71,7634.5,8799.2,1195.4,163.41,3.67,0.38,1473.8,,,3.75,,3.64,6.17,70.52,1.67,
4/6/2004,8.27,0.38,8452.5,39.05,47.09,3.83,,15210,4.52,105.76,97.25,1426.9,57.25,0.29,3849.3,,1.68,43.63,57.19,55.96,0.71,7633.6,8714,1183.8,163.39,3.67,0.38,1473.6,,,3.75,,3.64,6.17,70.52,1.66,
4/7/2004,8.27,0.38,8441.7,39.02,47.04,3.8,,15193,4.51,105.22,97.5,1436.4,57.25,0.29,3845.1,,1.67,43.38,57.27,55.96,0.71,7625.4,8584,1131.9,163.16,3.67,0.38,1472,,,3.75,,3.64,6.16,70.44,1.64,
4/8/2004,8.27,0.38,8450.6,39.04,47.11,3.8,,15213,4.51,106.42,97.5,1438.2,57.25,0.29,3850.7,,1.68,43.53,57.35,55.96,0.71,7636.3,8597.6,1134.5,163.16,3.67,0.38,1474.1,,,3.75,,3.64,6.17,70.54,1.67,
4/9/2004,,0.38,,39.04,,3.8,,,4.51,106.4,97.5,,57.25,0.29,,,1.68,43.52,,,0.71,,8591.9,1133.7,,3.67,0.38,,,,3.75,,3.64,,,1.66,
4/12/2004,,,,39.09,,3.8,,,4.5,105.35,,,,,,,,,,,,,8601.8,1135,,,,,,,,,,,,1.67,
4/13/2004,8.27,0.38,8455.1,39.13,47.06,3.8,,15202,4.52,106.82,97.15,1437.1,57.25,0.29,3847.3,,1.67,43.63,57.3,55.96,0.71,7630.1,8593.2,1142.2,162.92,3.67,0.38,1472.9,,,3.75,,3.64,6.17,70.48,1.65,
4/14/2004,8.27,0.38,8463.8,39.37,47.06,3.8,,15196,4.52,108.67,97.35,1437.5,57.25,0.29,3846.9,,1.68,43.67,57.22,55.54,0.71,7629.4,8610.7,1158.3,162.98,3.67,0.38,1473,,,3.75,,3.64,6.17,70.47,1.65,
4/15/2004,8.27,0.38,8465,39.3,47.06,3.8,,15193,4.53,108.21,97.45,1437.2,57.38,0.29,3846,,1.68,43.81,57.2,55.54,0.71,7627.6,8623.1,1152.2,162.86,3.67,0.38,1472.7,,,3.75,,3.64,6.17,70.46,1.65,
4/16/2004,8.27,0.38,8460.6,39.37,47.04,3.81,,15183,4.53,107.8,97.74,1436.4,57.38,0.29,3844.8,,1.68,43.73,57.21,55.54,0.71,7625.1,8609.8,1161,162.57,3.67,0.38,1472.2,,,3.75,,3.64,6.16,70.43,1.65,
4/19/2004,8.27,0.38,8468.1,39.37,50.1,3.8,,15192,4.53,108.39,97.7,1436.9,57.2,0.29,3847.4,,1.68,43.79,57.22,55.46,0.71,7630,8606.8,1155.9,162.52,3.67,0.38,1473,,,3.75,,3.64,6.17,70.48,1.66,
4/20/2004,8.27,0.38,8470.5,39.56,50.09,3.82,,15189,4.55,108.96,97.7,1437.4,57.2,0.29,3847.4,,1.69,43.87,57.22,55.46,0.71,7630.3,8660.7,1159.6,162.51,3.67,0.38,1473,,,3.75,,3.64,6.17,70.48,1.67,
4/21/2004,8.27,0.38,8479.5,39.73,50.07,3.81,,15179,4.57,109.35,97.7,1437,57.35,0.29,3844.6,,1.69,43.98,57.43,55.46,0.71,7625.1,8676.6,1158.6,162.92,3.67,0.38,1472.2,,,3.75,,3.64,6.16,70.43,1.67,
4/22/2004,8.27,0.38,8479,39.57,50.07,3.79,,15179,4.56,109.38,98,1436.9,57.35,0.29,3844.4,,1.7,43.94,57.29,55.6,0.71,7626.6,8624.9,1159.3,163.25,3.67,0.38,1472.2,,,3.75,,3.64,6.17,70.45,1.67,
4/23/2004,8.27,0.38,8487.7,39.6,50.13,3.78,,15205,4.56,109.16,97.8,1438.5,57.35,0.29,3849.3,,1.7,44.11,57.35,55.6,0.71,7634.3,8608.5,1156.7,163.33,3.67,0.38,1474,,,3.75,,3.64,6.17,70.52,1.68,
4/26/2004,8.27,0.38,8501.6,39.58,50.1,3.8,,15196,4.57,108.63,98,1437.9,57.44,0.29,3847.5,,1.7,44.01,57.35,55.4,0.71,7630.6,8611.6,1141.5,163.44,3.67,0.38,1473.2,,,3.75,,3.64,6.17,70.49,1.67,
4/27/2004,8.27,0.38,8507.4,39.56,50.15,3.8,,15209,4.56,109.52,98.15,1439.3,57.45,0.29,3851.4,,1.7,44.07,57.44,55.33,0.71,7638.5,8625.3,1152.5,163.66,3.67,0.38,1474.7,,,3.75,,3.64,6.17,70.56,1.67,
4/28/2004,8.25,0.38,8487.2,39.71,50.07,3.8,,15179,4.59,110.02,98.08,1436.9,57.48,0.29,3845.2,,1.7,44.11,57.29,55.5,0.71,7626.2,8681.7,1144.5,163.37,3.67,0.38,1471.9,,,3.75,,3.64,6.16,70.44,1.68,
4/29/2004,8.27,0.38,8499,39.98,50.09,3.8,,15189,4.58,109.93,98.08,1437.6,57.41,0.29,3846.4,,1.7,44.32,57.32,55.75,0.71,7628.6,8694.9,1169.6,163.3,3.67,0.38,1472.3,,,3.75,,3.64,6.17,70.47,1.66,
4/30/2004,8.27,0.38,8477.2,39.94,49.97,3.8,,15149,4.58,110.37,98.12,1433.8,57.43,0.29,3836.9,,1.7,44.28,57.22,55.78,0.71,7609.6,8665.5,1162.7,162.83,3.67,0.38,1468.9,,,3.75,,3.64,6.15,70.29,1.68,
5/3/2004,8.27,0.38,8492.9,39.96,50.08,3.79,,15186,4.59,110.16,98.15,1436.9,57.43,0.29,3846.6,,1.7,44.29,57.38,55.78,0.71,7628.7,8700.4,1160.1,163.11,3.67,0.38,1472.1,,,3.75,,3.64,6.17,70.47,1.68,
5/4/2004,8.27,0.38,8494.4,39.92,50.09,3.8,,15198,4.56,109.55,98.25,1436.8,57.43,0.29,3847,,1.69,44.77,57.31,55.36,0.71,7629.3,8698.1,1172.4,162.76,3.67,0.38,1472.3,,,3.75,,3.64,6.17,70.48,1.67,
5/5/2004,8.27,0.38,8500.2,39.74,47.17,3.8,,15207,4.56,108.82,98.25,1437.7,57.47,0.29,3849.5,,1.69,44.56,57.56,55.25,0.71,7633.8,8690.7,1167.8,162.6,3.67,0.38,1473.5,,,3.75,,3.64,6.17,70.52,1.66,
5/6/2004,8.27,0.38,8505.5,39.88,47.26,3.8,,15239,4.57,109.74,98.25,1440.3,57.51,0.29,3857.8,,1.69,44.59,57.69,55.39,0.71,7650.4,8702.4,1165.8,162.77,3.67,0.38,1476.2,,,3.75,,3.64,6.19,70.67,1.68,
5/7/2004,8.27,0.38,8488,40.15,47.15,3.8,,15207,4.57,112.31,98.31,1467.4,55.47,0.29,3848.9,,1.7,44.53,57.54,55.65,0.7,7633,8803.2,1159.8,162.37,3.67,0.38,1472.9,,,3.75,,3.64,6.17,70.51,1.7,
5/10/2004,8.27,0.38,8489.8,40.52,47.1,3.81,,15196,4.61,113.73,98.32,1466.9,57.51,0.29,3844.3,,1.72,44.97,57.46,55.45,0.71,7625.1,8980.4,1178.5,162.33,3.67,0.38,1471.9,,,3.75,,3.64,6.16,70.43,1.7,
5/11/2004,8.27,0.38,8489.4,40.53,50.16,3.79,,15197,4.61,112.94,98.32,1466.8,57.25,0.29,3843.9,,1.72,45.17,57.43,55.45,0.71,7623.7,8964.8,1185.3,162.14,3.67,0.38,1471.7,,,3.75,,3.64,6.16,70.43,1.69,
5/12/2004,8.27,0.38,8493.4,40.51,50.17,3.8,,15203,4.62,112.97,98.45,1461.6,57.25,0.29,3845.6,,1.72,45.31,57.41,55.45,0.71,7627,8903.6,1168.5,162.12,3.67,0.38,1472,,,3.75,,3.64,6.17,70.45,1.69,
5/13/2004,8.27,0.38,8491.8,40.72,50.16,3.8,,15202,4.61,114.59,98.45,1461.4,57.25,0.29,3845,,1.73,45.16,57.49,55.45,0.71,7625.8,8994.9,1186.7,161.9,3.67,0.38,1471.6,,,3.75,,3.64,6.16,70.44,1.71,
5/14/2004,8.27,0.38,8493,40.81,50.17,3.8,,15200,4.6,114.11,98.72,1461.6,57.68,0.29,3844.9,,1.73,45.38,57.49,55.8,0.71,7625.7,9031.1,1186.4,161.83,3.67,0.38,1471.8,,,3.75,,3.64,6.16,70.44,1.69,
5/17/2004,8.27,0.38,8505.1,40.76,50.21,3.79,,15231,4.59,114.43,98.47,1463,57.55,0.29,3851,,1.73,45.43,57.72,55.62,0.71,7637.2,8989.9,1180.1,161.82,3.67,0.38,1473.9,,,3.75,,3.64,6.17,70.55,1.7,
